uniProtID,accession,label,existence,species,history,old_ID
KPTA_AERPE,Q9YFP5,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2001-01-11', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2003-04-30', 'entryVersion': 109, 'sequenceVersion': 2}",KPTA_AERPE
EF1A_AERPE,Q9YAV0,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 127, 'sequenceVersion': 1}",EF1A_AERPE
APE1_AERPE,O73942,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2005-07-05', 'entryVersion': 70, 'sequenceVersion': 2}",APE1_AERPE
DPHB_AERPE,Q9YDI2,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2003-10-10', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 112, 'sequenceVersion': 1}",DPHB_AERPE
ENDA_AERPE,Q9YBF1,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2004-10-11', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-06-26', 'entryVersion': 102, 'sequenceVersion': 2}",ENDA_AERPE
FLPA_AERPE,Q9Y9U3,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2001-04-27', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 105, 'sequenceVersion': 1}",FLPA_AERPE
APEH_AERPE,Q9YBQ2,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2003-11-07', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 119, 'sequenceVersion': 1}",APEH_AERPE
PELO_AERPE,Q9YAZ5,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2009-02-10', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2006-11-14', 'entryVersion': 106, 'sequenceVersion': 2}",PELO_AERPE
PYRE_AERPE,Q9Y9D8,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2002-06-06', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-07-10', 'entryVersion': 106, 'sequenceVersion': 2}",PYRE_AERPE
TYW3_AERPE,Q9YDV3,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 91, 'sequenceVersion': 1}",TYW3_AERPE
RL12_AERPE,Q9Y9W9,1,Evidence at protein level,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 94, 'sequenceVersion': 1}",RL12_AERPE
ILVC_ALIAD,C8WR67,1,Evidence at protein level,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA),"{'firstPublicDate': '2016-07-06', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2009-11-03', 'entryVersion': 83, 'sequenceVersion': 1}",ILVC_ALIAD
SQHC_ALIAD,P33247,1,Evidence at protein level,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA),"{'firstPublicDate': '1994-02-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 156, 'sequenceVersion': 4}",SQHC_ALIAD
BGAL_ALIAD,C8WV58,1,Evidence at protein level,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA),"{'firstPublicDate': '2011-05-03', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2009-11-03', 'entryVersion': 59, 'sequenceVersion': 1}",BGAL_ALIAD
THER_ALIAC,Q43880,1,Evidence at protein level,Alicyclobacillus acidocaldarius subsp. acidocaldarius,"{'firstPublicDate': '2003-09-26', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 91, 'sequenceVersion': 1}",THER_ALIAC
THIO_ALIAC,P80579,1,Evidence at protein level,Alicyclobacillus acidocaldarius subsp. acidocaldarius,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 105, 'sequenceVersion': 1}",THIO_ALIAC
MRAY_AQUAE,O66465,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 143, 'sequenceVersion': 1}",MRAY_AQUAE
LPXC_AQUAE,O67648,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2001-06-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 141, 'sequenceVersion': 1}",LPXC_AQUAE
CATNT_AQUAE,O67911,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2019-07-03', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 128, 'sequenceVersion': 1}",CATNT_AQUAE
KDTA_AQUAE,O66663,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2012-10-03', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 102, 'sequenceVersion': 1}",KDTA_AQUAE
SQRD_AQUAE,O67931,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2014-10-29', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 129, 'sequenceVersion': 1}",SQRD_AQUAE
THIL_AQUAE,O67883,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2012-02-22', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 119, 'sequenceVersion': 1}",THIL_AQUAE
ISPH_AQUAE,O67625,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 125, 'sequenceVersion': 1}",ISPH_AQUAE
PBPA_AQUAE,O66874,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2001-06-20', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 146, 'sequenceVersion': 1}",PBPA_AQUAE
RISB_AQUAE,O66529,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 132, 'sequenceVersion': 1}",RISB_AQUAE
RIB7_AQUAE,O66747,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2012-09-05', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 94, 'sequenceVersion': 1}",RIB7_AQUAE
G3P_AQUAE,O67161,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 129, 'sequenceVersion': 1}",G3P_AQUAE
FER2_AQUAE,O66511,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 139, 'sequenceVersion': 3}",FER2_AQUAE
GPH_AQUAE,O67359,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 131, 'sequenceVersion': 1}",GPH_AQUAE
AATNT_AQUAE,O66728,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2019-07-03', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 128, 'sequenceVersion': 1}",AATNT_AQUAE
KAD_AQUAE,O66490,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 133, 'sequenceVersion': 1}",KAD_AQUAE
TOP4B_AQUAE,O67137,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 137, 'sequenceVersion': 1}",TOP4B_AQUAE
MURA_AQUAE,O67315,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 138, 'sequenceVersion': 1}",MURA_AQUAE
FTSH_AQUAE,O67077,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 149, 'sequenceVersion': 1}",FTSH_AQUAE
AROD_AQUAE,O66440,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 121, 'sequenceVersion': 1}",AROD_AQUAE
RNPH_AQUAE,O67069,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1999-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 120, 'sequenceVersion': 1}",RNPH_AQUAE
FABG_AQUAE,O67610,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 134, 'sequenceVersion': 1}",FABG_AQUAE
BSUHB_AQUAE,O67791,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2002-01-23', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 122, 'sequenceVersion': 1}",BSUHB_AQUAE
AMT_AQUAE,O66515,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 119, 'sequenceVersion': 1}",AMT_AQUAE
ERA_AQUAE,O67800,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 128, 'sequenceVersion': 1}",ERA_AQUAE
LPXK_AQUAE,O67572,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2001-06-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 118, 'sequenceVersion': 1}",LPXK_AQUAE
KDSA_AQUAE,O66496,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 134, 'sequenceVersion': 1}",KDSA_AQUAE
ISCU_AQUAE,O67045,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 105, 'sequenceVersion': 1}",ISCU_AQUAE
PURK_AQUAE,O66608,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 133, 'sequenceVersion': 1}",PURK_AQUAE
RSME_AQUAE,O66552,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 113, 'sequenceVersion': 1}",RSME_AQUAE
RS16_AQUAE,O66523,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 110, 'sequenceVersion': 1}",RS16_AQUAE
RS8_AQUAE,O67566,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 113, 'sequenceVersion': 1}",RS8_AQUAE
SSRP_AQUAE,O66640,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 122, 'sequenceVersion': 1}",SSRP_AQUAE
RL20_AQUAE,O67086,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 125, 'sequenceVersion': 1}",RL20_AQUAE
TATC_AQUAE,O67305,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 118, 'sequenceVersion': 1}",TATC_AQUAE
SELA_AQUAE,O67140,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2001-08-14', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 126, 'sequenceVersion': 1}",SELA_AQUAE
SYLA_AQUAE,O66680,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 134, 'sequenceVersion': 1}",SYLA_AQUAE
RL1_AQUAE,O67759,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 114, 'sequenceVersion': 1}",RL1_AQUAE
RSGA_AQUAE,O66555,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2003-10-31', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2003-10-31', 'entryVersion': 112, 'sequenceVersion': 2}",RSGA_AQUAE
NUSB_AQUAE,O66530,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 124, 'sequenceVersion': 1}",NUSB_AQUAE
MOAE_AQUAE,O67928,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2002-02-11', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 114, 'sequenceVersion': 1}",MOAE_AQUAE
PHOU_AQUAE,O67053,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 122, 'sequenceVersion': 1}",PHOU_AQUAE
MOBA_AQUAE,O67413,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2001-02-21', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 109, 'sequenceVersion': 1}",MOBA_AQUAE
MTNB_AQUAE,O67788,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 118, 'sequenceVersion': 1}",MTNB_AQUAE
KDSB_AQUAE,O66914,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 121, 'sequenceVersion': 1}",KDSB_AQUAE
LON_AQUAE,O66605,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 136, 'sequenceVersion': 1}",LON_AQUAE
RFRNP_AQUAE,O67035,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2003-09-09', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 88, 'sequenceVersion': 1}",RFRNP_AQUAE
PLSY_AQUAE,O66905,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1999-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 116, 'sequenceVersion': 1}",PLSY_AQUAE
PUR2_AQUAE,O66949,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 131, 'sequenceVersion': 1}",PUR2_AQUAE
NUSG_AQUAE,O67757,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2001-06-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 137, 'sequenceVersion': 1}",NUSG_AQUAE
RNH3_AQUAE,O67644,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 122, 'sequenceVersion': 1}",RNH3_AQUAE
MUTL_AQUAE,O67518,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 132, 'sequenceVersion': 1}",MUTL_AQUAE
NTPTH_AQUAE,O67322,1,Evidence at protein level,Aquifex aeolicus (strain VF5),"{'firstPublicDate': '2004-10-11', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 122, 'sequenceVersion': 1}",NTPTH_AQUAE
